driver_program,0,61.78658485412598,/dev/shm/val/spark-1570914736-tmpfsAD_1it_25cpus_120delay_withpc_em-1,allfiles
save_incremented,50.95841145515442,51.77523851394653,bigbrain_0_3020_0.nii,157523
load_img,50.52952527999878,50.5306556224823,bigbrain_0_1208_4170.nii,157603
increment_data,50.530843019485474,50.94136023521423,bigbrain_0_1208_4170.nii,157603
save_incremented,50.941489458084106,51.7711296081543,bigbrain_0_1208_4170.nii,157603
load_img,50.52967286109924,50.530598163604736,bigbrain_0_1208_4170.nii,157598
increment_data,50.530800104141235,50.940438985824585,bigbrain_0_1208_4170.nii,157598
save_incremented,50.94060778617859,51.77138018608093,bigbrain_0_1208_4170.nii,157598
load_img,50.475141286849976,50.47613549232483,bigbrain_0_2416_3475.nii,157564
increment_data,50.47633385658264,50.86900091171265,bigbrain_0_2416_3475.nii,157564
save_incremented,50.869160413742065,51.63416528701782,bigbrain_0_2416_3475.nii,157564
load_img,50.470845222473145,50.47186899185181,bigbrain_0_2416_3475.nii,157572
increment_data,50.472084760665894,50.8951461315155,bigbrain_0_2416_3475.nii,157572
save_incremented,50.89530301094055,51.76730251312256,bigbrain_0_2416_3475.nii,157572
load_img,50.30022096633911,50.30121469497681,bigbrain_0_2416_695.nii,157547
increment_data,50.30141520500183,50.731916427612305,bigbrain_0_2416_695.nii,157547
save_incremented,50.73208212852478,51.431429386138916,bigbrain_0_2416_695.nii,157547
load_img,50.29990553855896,50.301040172576904,bigbrain_0_2416_695.nii,157576
